batting_position,player_name,Out/Not Out,runs,balls,fours,sixes,strikeRate,match_id,match,team
5,Kieron Pollard,0,49,21,4,4,233.33,m_06,Peshawar Zalmi vs Karachi Kings,Karachi Kings
1,Mohammad Rizwan ,1,82,59,9,3,138.98,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
2,Dawid Malan,1,0,1,0,0,0,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
3,Reeza Hendricks,1,9,7,2,0,128.57,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
4,Yasir Khan,1,8,13,1,0,61.54,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
5,David Willey,1,25,23,1,1,108.7,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
6,Iftikhar Ahmed,0,34,11,5,2,309.09,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
7,Khushdil Shah,0,0,0,0,0,,m_07,Multan Sultans vs Lahore Qalanders,Multan Sultans
1,Sahibzada Farhan †,1,2,8,0,0,25,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
2,Fakhar Zaman,1,41,36,2,2,113.89,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
3,Rassie van der Dussen,1,54,37,4,2,145.95,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
4,Sikandar Raza,1,23,16,4,0,143.75,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
5,Jahandad Khan,1,16,9,0,1,177.78,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
6,Abdullah Shafique,0,6,7,0,0,85.71,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
7,Carlos Brathwaite,0,15,8,1,1,187.5,m_07,Multan Sultans vs Lahore Qalanders,Lahore Qalanders
1,Colin Munro,1,20,22,1,1,90.91,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
2,Alex Hales,1,21,9,1,2,233.33,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
3,Salman Ali Agha,1,33,23,5,0,143.48,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
4,Shadab Khan ,1,2,4,0,0,50,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
5,Azam Khan †,1,1,4,0,0,25,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
6,Jordan Cox,1,19,21,1,0,90.48,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
7,Imad Wasim,1,9,15,0,0,60,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
8,Faheem Ashraf,1,20,14,1,1,142.86,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
9,Hunain Shah,0,2,7,0,0,28.57,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
10,Rumman Raees,1,0,1,0,0,0,m_08,Quetta Gladiators vs Islamabad United,Islamabad United
1,Jason Roy,1,37,18,6,1,205.56,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
2,Saud Shakeel,1,2,6,0,0,33.33,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
3,Khawaja Mohammad Nafay,1,9,9,1,0,100,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
4,Rilee Rossouw ,0,34,38,3,0,89.47,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
5,Sarfaraz Ahmed †,1,1,6,0,0,16.67,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
6,Sherfane Rutherford,1,29,23,1,2,126.09,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
7,Akeal Hosein,1,8,2,0,1,400,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
8,Mohammad Wasim Jnr,1,1,2,0,0,50,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
9,Mohammad Amir,0,11,6,2,0,183.33,m_08,Quetta Gladiators vs Islamabad United,Quetta Gladiators
1,Sahibzada Farhan,0,72,45,4,4,160,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
2,Fakhar Zaman,1,6,9,1,0,66.67,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
3,Rassie van der Dussen,1,26,23,3,0,113.04,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
4,Ahsan Hafeez Bhatti,1,8,8,1,0,100,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
5,Jahandad Khan,1,12,9,0,1,133.33,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
6,Shai Hope †,1,21,13,2,1,161.54,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
7,Sikandar Raza,1,0,1,0,0,0,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
8,George Linde,0,26,13,3,1,200,m_10,Lahore Qalanders vs Karachi Kings,Lahore Qalanders
1,Shan Masood ,1,10,9,2,0,111.11,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
2,Muhammad Akhlaq †,1,7,10,1,0,70,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
3,James Vince,1,8,4,2,0,200,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
4,Shoaib Malik,1,39,32,3,0,121.88,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
5,Mohammad Nawaz,1,15,10,3,0,150,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
6,Kieron Pollard,1,58,33,1,5,175.76,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
7,Daniel Sams,1,7,6,1,0,116.67,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
8,Muhammad Irfan Khan,0,12,10,1,0,120,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
9,Hasan Ali,1,9,5,0,1,180,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
10,Mir Hamza,0,1,1,0,0,100,m_10,Lahore Qalanders vs Karachi Kings,Karachi Kings
1,Usman Khan †,1,14,7,3,0,200,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
2,Mohammad Rizwan,1,51,42,2,4,121.3,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
3,Reeza Hendricks,1,72,47,7,4,153.19,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
4,Tayyab Tahir,0,35,22,4,1,159.09,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
5,Iftikhar Ahmed,1,0,1,0,0,0,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
6,Khushdil Shah,1,1,1,0,0,100,m_11,Multan Sultans vs Quetta Gladiators,Multan Sultans
1,Jason Roy,1,12,15,1,1,80,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
2,Saud Shakeel,1,24,13,4,1,184.62,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
3,Khawaja Mohammad Nafay,1,36,31,2,2,116.13,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
4,Rilee Rossouw ,1,30,18,1,2,166.67,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
5,Sajjad Ali Hashmi,1,2,2,0,0,100,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
6,Sherfane Rutherford,1,21,14,0,2,150,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
7,Akeal Hosein,0,9,13,0,0,69.23,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
8,Mohammad Wasim Jnr,1,1,2,0,0,50,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
9,Mohammad Amir,1,12,8,2,0,150,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
10,Abrar Ahmed,1,12,6,1,1,200,m_11,Multan Sultans vs Quetta Gladiators,Quetta Gladiators
1,Saim Ayub,1,88,55,8,4,160,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
2,Babar Azam ,1,48,36,5,0,133.33,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
3,Rovman Powell,1,46,20,5,2,230,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
4,Asif Ali,1,6,3,0,1,200,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
5,Mohammad Haris,0,12,5,1,1,240,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
6,Paul Walter,0,2,1,0,0,200,m_12,Peshawar Zalmi vs Lahore Qalanders,Peshawar Zalmi
1,Sahibzada Farhan,1,15,12,3,0,125,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
2,Fakhar Zaman,1,4,8,0,0,50,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
3,Rassie van der Dussen,0,104,52,7,6,200,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
4,Shai Hope †,1,29,23,1,1,126.09,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
5,Ahsan Hafeez Bhatti,1,20,13,3,0,153.85,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
6,Jahandad Khan,1,13,9,3,0,144.44,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
7,Sikandar Raza,1,1,1,0,0,100,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
8,Carlos Brathwaite,0,6,2,0,1,300,m_12,Peshawar Zalmi vs Lahore Qalanders,Lahore Qalanders
1,Saim Ayub,1,38,21,3,2,180.95,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
2,Babar Azam ,0,111,63,14,2,176.19,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
3,Mohammad Haris,1,2,3,0,0,66.67,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
4,Haseebullah †,1,0,3,0,0,0,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
5,Paul Walter,1,19,13,2,0,146.15,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
6,Rovman Powell,1,8,8,1,0,100,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
7,Asif Ali,0,17,9,2,0,188.89,m_13,Peshawar Zalmi vs Islamabad United,Peshawar Zalmi
1,Jordan Cox,1,13,10,1,0,130,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
2,Colin Munro,1,71,53,7,1,133.96,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
3,Shadab Khan ,1,6,8,0,0,75,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
4,Salman Ali Agha,1,14,8,1,1,175,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
5,Azam Khan †,1,75,30,8,5,250,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
6,Haider Ali,1,0,1,0,0,0,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
7,Faheem Ashraf,1,1,2,0,0,50,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
8,Imad Wasim,1,1,3,0,0,33.33,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
9,Hunain Shah,1,0,1,0,0,0,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
10,Naseem Shah,0,8,3,0,1,266.67,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
11,Tymal Mills,0,1,1,0,0,100,m_13,Peshawar Zalmi vs Islamabad United,Islamabad United
1,Mohammad Rizwan ,1,0,5,0,0,0,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
2,Reeza Hendricks,1,40,27,6,1,148.15,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
3,Usman Khan †,1,96,55,11,2,174.55,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
4,Tayyab Tahir,1,21,14,3,0,150,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
5,Iftikhar Ahmed,0,40,18,2,3,222.22,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
6,Khushdil Shah,0,3,2,0,0,150,m_14,Lahore Qalanders vs Multan Sultans,Multan Sultans
1,Sahibzada Farhan †,1,31,21,6,0,147.62,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
2,Fakhar Zaman,1,23,16,3,0,143.75,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
3,Rassie van der Dussen,1,30,22,1,1,136.36,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
4,Kamran Ghulam,1,12,9,2,0,133.33,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
5,Sikandar Raza,1,17,7,0,2,242.86,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
6,Shaheen Shah Afridi ,1,9,5,0,1,180,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
7,George Linde,1,5,7,0,0,71.43,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
8,Carlos Brathwaite,0,14,7,1,1,200,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
9,Jahandad Khan,1,0,1,0,0,0,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
10,Salman Fayyaz,1,8,4,0,1,200,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
11,Zaman Khan,1,1,3,0,0,33.33,m_14,Lahore Qalanders vs Multan Sultans,Lahore Qalanders
1,Shan Masood ,1,27,30,3,0,90,m_15,Karachi Kings vs Islamabad United,Karachi Kings
2,Tim Seifert †,1,8,9,0,1,88.89,m_15,Karachi Kings vs Islamabad United,Karachi Kings
3,Leus du Plooy,1,24,15,4,0,160,m_15,Karachi Kings vs Islamabad United,Karachi Kings
4,Shoaib Malik,1,6,7,0,0,85.71,m_15,Karachi Kings vs Islamabad United,Karachi Kings
5,Kieron Pollard,0,48,28,2,1,171.43,m_15,Karachi Kings vs Islamabad United,Karachi Kings
6,Mohammad Nawaz,1,6,11,0,0,54.55,m_15,Karachi Kings vs Islamabad United,Karachi Kings
7,Muhammad Irfan Khan,0,27,22,4,0,122.73,m_15,Karachi Kings vs Islamabad United,Karachi Kings
1,Colin Munro,1,82,47,8,4,174.47,m_15,Karachi Kings vs Islamabad United,Islamabad United
2,Alex Hales,1,47,35,7,0,134.29,m_15,Karachi Kings vs Islamabad United,Islamabad United
3,Salman Ali Agha,0,25,17,0,2,147.06,m_15,Karachi Kings vs Islamabad United,Islamabad United
4,Imad Wasim,1,0,2,0,0,0,m_15,Karachi Kings vs Islamabad United,Islamabad United
5,Shadab Khan ,0,10,11,0,0,90.91,m_15,Karachi Kings vs Islamabad United,Islamabad United
1,Shan Masood ,1,2,3,0,0,66.67,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
2,Tim Seifert †,1,21,11,3,1,190.91,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
3,James Vince,1,37,25,8,0,148,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
4,Shoaib Malik,1,12,20,0,0,60,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
5,Mohammad Nawaz,1,28,19,4,0,147.37,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
6,Kieron Pollard,1,13,10,0,1,130,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
7,Muhammad Irfan Khan,1,15,10,1,1,150,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
8,Hasan Ali,1,2,2,0,0,100,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
9,Anwar Ali,0,25,14,1,2,178.57,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
10,Zahid Mehmood,0,3,6,0,0,50,m_16,Quetta Gladiators vs Karachi Kings,Karachi Kings
1,Jason Roy,1,52,31,2,4,167.74,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
2,Saud Shakeel,1,24,20,4,0,120,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
3,Khawaja Mohammad Nafay,1,2,6,0,0,33.33,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
4,Sarfaraz Ahmed †,1,3,6,0,0,50,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
5,Rilee Rossouw ,1,6,10,1,0,60,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
6,Sherfane Rutherford,0,58,31,1,6,187.1,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
7,Akeal Hosein,0,22,17,1,1,129.41,m_16,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
1,Mohammad Rizwan ,1,58,44,5,0,131.82,m_19,Karachi Kings vs Multan Sultans,Multan Sultans
2,Reeza Hendricks,1,13,8,3,0,162.5,m_19,Karachi Kings vs Multan Sultans,Multan Sultans
3,Usman Khan †,0,106,59,10,5,179.66,m_19,Karachi Kings vs Multan Sultans,Multan Sultans
4,Iftikhar Ahmed,1,4,4,0,0,100,m_19,Karachi Kings vs Multan Sultans,Multan Sultans
5,Khushdil Shah,0,6,5,0,0,120,m_19,Karachi Kings vs Multan Sultans,Multan Sultans
1,Shan Masood ,1,36,29,5,0,124.14,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
2,Tim Seifert †,1,1,4,0,0,25,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
3,James Vince,1,7,4,1,0,175,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
4,Shoaib Malik,1,38,28,5,0,135.71,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
5,Leus du Plooy,1,12,11,0,0,109.09,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
6,Muhammad Irfan Khan,1,23,19,2,1,121.05,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
7,Mohammad Nawaz,0,27,17,3,1,158.82,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
8,Hasan Ali,1,17,8,1,1,212.5,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
9,Mir Hamza,0,4,1,1,0,400,m_19,Karachi Kings vs Multan Sultans,Karachi Kings
1,Alex Hales,1,0,1,0,0,0,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
2,Colin Munro,1,15,9,1,1,166.67,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
3,Salman Ali Agha,1,37,25,4,2,148,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
4,Shadab Khan ,1,80,51,4,6,156.86,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
5,Jordan Cox,0,26,20,2,1,130,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
6,Azam Khan †,0,29,14,4,1,207.14,m_20,Islamabad United vs Peshawar Zalmi,Islamabad United
1,Saim Ayub,1,1,5,0,0,20,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
2,Babar Azam ,1,0,1,0,0,0,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
3,Tom Kohler-Cadmore,1,12,14,2,0,85.71,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
4,Mohammad Haris †,1,1,4,0,0,25,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
5,Paul Walter,1,33,29,5,0,113.79,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
6,Rovman Powell,1,0,3,0,0,0,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
7,Aamir Jamal,1,87,49,8,6,177.55,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
8,Luke Wood,1,2,3,0,0,66.67,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
9,Mohammad Zeeshan,1,0,1,0,0,0,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
10,Arif Yaqoob,0,9,7,0,1,128.57,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
11,Salman Irshad,0,3,4,0,0,75,m_20,Islamabad United vs Peshawar Zalmi,Peshawar Zalmi
1,Saim Ayub,1,46,22,3,5,209.09,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
2,Babar Azam ,1,64,40,7,2,160,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
3,Tom Kohler-Cadmore,1,5,9,0,0,55.56,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
4,Haseebullah †,1,31,20,3,1,155,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
5,Rovman Powell,0,23,15,1,2,153.33,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
6,Asif Ali,1,11,10,2,0,110,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
7,Aamir Jamal,0,12,5,1,1,240,m_21,Peshawar Zalmi vs Multan Sultans,Peshawar Zalmi
1,Mohammad Rizwan ,1,32,24,2,1,133.33,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
2,Reeza Hendricks,1,5,10,1,0,50,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
3,Dawid Malan,1,19,19,1,0,100,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
4,Tayyab Tahir,1,26,18,4,0,144.44,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
5,Khushdil Shah,1,11,10,1,0,110,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
6,Iftikhar Ahmed,0,60,27,4,5,222.22,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
7,Chris Jordan,0,30,12,3,2,250,m_21,Peshawar Zalmi vs Multan Sultans,Multan Sultans
1,Jason Roy,1,15,8,3,0,187.5,m_22,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
2,Saud Shakeel,1,33,28,2,2,117.86,m_22,Quetta Gladiators vs Karachi Kings,Quetta Gladiators
